Title	Time	Owner	Asset Name	Severity	Status	Solution	Results
DotNet (Nuget) Security Update for Microsoft.Data.SqlClient (GHSA-8g2p-5pqh-5jmc)	DEV	Armando Junior	node2	3	ACTIVE	Refer to Github security advisory GHSA-8g2p-5pqh-5jmc for updates and patch information.(https://github.com/advisories/GHSA-8g2p-5pqh-5jmc)	"#table cols=""5""
Package Installed_Version Required_Version Language Install_Path
System.Data.SqlClient 4.8.2 4.8.5 .Net /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7433/fs/app/d1000.Sincronizacao.Pricefy.deps.json
System.Data.SqlClient 4.8.3 4.8.5 .Net /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7654/fs/app/d1000.Vtex.Estoque.deps.json
System.Data.SqlClient 4.8.2 4.8.5 .Net /run/containerd/io.containerd.runtime.v2.task/k8s.io/b442c406e96bc926c2f2659f3514348a9e6ae0bb0583f6338ffbd70baddb3677/rootfs/app/d1000.Sincronizacao.Pricefy.deps.json
System.Data.SqlClient 4.8.3 4.8.5 .Net /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7737/fs/app/d1000.Vtex.Estoque.deps.json
System.Data.SqlClient 4.8.3 4.8.5 .Net /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/2198/fs/app/d1000.Vtex.Estoque.deps.json
System.Data.SqlClient 4.8.2 4.8.5 .Net /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1305/fs/app/d1000.Sincronizacao.Pricefy.deps.json
"
Java (Maven) Security Update for com.microsoft.sqlserver:mssql-jdbc (GHSA-m494-w24q-6f7w)	DEV	Armando Junior	node2	4	ACTIVE	Refer to Github security advisory GHSA-m494-w24q-6f7w for updates and patch information.(https://github.com/advisories/GHSA-m494-w24q-6f7w)	"#table cols=""5""
Package Installed_Version Required_Version Language Install_Path
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/ce1be3da1547d923a2c408db941d8f3c3737c3e6ed62529116011473faf8bd2f/rootfs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/198/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7474/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7759/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1467/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1113/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/202/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1460/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/1d9dc307b20a58a4f8d69407a832f5cc33eabb0c5d8045c194eb4bcab4030bc9/rootfs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7563/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1250/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1121/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/204/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1370/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7568/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/396b74791b05cd0ec04393e2819a27229cf26f330a137bb219a597f8f14464fb/rootfs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1118/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/f5052146fc8bb9328e14f27fc47553bdbe1eca97ff63b2b7b61b7a513a752db2/rootfs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1450/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.6.3 12.6.5.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/195/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/62333a5b498e06c7b5855787cafd5afe7f2ecad7fbf4038b24dc4f5d78691bf5/rootfs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7674/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/10b9e4036aa1ecabf02b9a63afc30e6e811f0395bb82fbd55403867094ea81dc/rootfs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7768/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7558/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/618ce4f23e6acbe6332729eb292de0aebe82b7e23b64d3ed1b0ff80e25d4102d/rootfs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/4329/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7359/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/8014/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/3058/fs/app/app.jar
com.microsoft.sqlserver:mssql-jdbc 12.8.1 12.8.2.jre11 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/bcd3302c50c794a12add11784d61e76f2f57200ccf6be9899833151ee6310003/rootfs/app/app.jar
"
Java (Maven) Security Update for ch.qos.logback:logback-core (GHSA-25qh-j22f-pwp8)	DEV	Armando Junior	node2	3	ACTIVE	Refer to Github security advisory GHSA-25qh-j22f-pwp8 for updates and patch information.(https://github.com/advisories/GHSA-25qh-j22f-pwp8)	"#table cols=""5""
Package Installed_Version Required_Version Language Install_Path
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7568/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/195/fs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/10b9e4036aa1ecabf02b9a63afc30e6e811f0395bb82fbd55403867094ea81dc/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/8014/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/f5052146fc8bb9328e14f27fc47553bdbe1eca97ff63b2b7b61b7a513a752db2/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/618ce4f23e6acbe6332729eb292de0aebe82b7e23b64d3ed1b0ff80e25d4102d/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7759/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1118/fs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7558/fs/app/app.jar
ch.qos.logback:logback-core 1.5.8 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/185/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1370/fs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/62333a5b498e06c7b5855787cafd5afe7f2ecad7fbf4038b24dc4f5d78691bf5/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/4329/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1121/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/396b74791b05cd0ec04393e2819a27229cf26f330a137bb219a597f8f14464fb/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1460/fs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/3058/fs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7674/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1250/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1467/fs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7359/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/202/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/ce1be3da1547d923a2c408db941d8f3c3737c3e6ed62529116011473faf8bd2f/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/1d9dc307b20a58a4f8d69407a832f5cc33eabb0c5d8045c194eb4bcab4030bc9/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1113/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7474/fs/app/app.jar
ch.qos.logback:logback-core 1.5.8 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/151/fs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/bcd3302c50c794a12add11784d61e76f2f57200ccf6be9899833151ee6310003/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.8 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/726615ec1ecf1cb8a7dfa08039b528c4cad9afc344a274e431e826daa68c808a/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/198/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7563/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1450/fs/app/app.jar
ch.qos.logback:logback-core 1.5.8 1.5.19 Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/9a319df9acd2060812722b60a06d03bcc07d69d0f9e8f882ceacb5ded35831c2/rootfs/app/app.jar
ch.qos.logback:logback-core 1.5.18 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7768/fs/app/app.jar
ch.qos.logback:logback-core 1.5.6 1.5.19 Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/204/fs/app/app.jar
"
Java (Maven) Security Update for io.netty:netty-codec-http (GHSA-fghv-69vj-qj49)	DEV	Armando Junior	node2	4	ACTIVE	Refer to Github security advisory GHSA-fghv-69vj-qj49 for updates and patch information.(https://github.com/advisories/GHSA-fghv-69vj-qj49)	"#table cols=""5""
Package Installed_Version Required_Version Language Install_Path
io.netty:netty-codec-http 4.1.119.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/62333a5b498e06c7b5855787cafd5afe7f2ecad7fbf4038b24dc4f5d78691bf5/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/202/fs/app/app.jar
io.netty:netty-codec-http 4.1.113.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/9a319df9acd2060812722b60a06d03bcc07d69d0f9e8f882ceacb5ded35831c2/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1121/fs/app/app.jar
io.netty:netty-codec-http 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/4329/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/ce1be3da1547d923a2c408db941d8f3c3737c3e6ed62529116011473faf8bd2f/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/198/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/204/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1460/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7759/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7474/fs/app/app.jar
io.netty:netty-codec-http 4.1.119.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/8014/fs/app/app.jar
io.netty:netty-codec-http 4.1.113.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/151/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1113/fs/app/app.jar
io.netty:netty-codec-http 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/3058/fs/app/app.jar
io.netty:netty-codec-http 4.1.121.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/10b9e4036aa1ecabf02b9a63afc30e6e811f0395bb82fbd55403867094ea81dc/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.121.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/618ce4f23e6acbe6332729eb292de0aebe82b7e23b64d3ed1b0ff80e25d4102d/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.119.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/bcd3302c50c794a12add11784d61e76f2f57200ccf6be9899833151ee6310003/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7359/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1467/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/1d9dc307b20a58a4f8d69407a832f5cc33eabb0c5d8045c194eb4bcab4030bc9/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7563/fs/app/app.jar
io.netty:netty-codec-http 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7768/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7568/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1118/fs/app/app.jar
io.netty:netty-codec-http 4.1.119.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7674/fs/app/app.jar
io.netty:netty-codec-http 4.1.113.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/726615ec1ecf1cb8a7dfa08039b528c4cad9afc344a274e431e826daa68c808a/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/195/fs/app/app.jar
io.netty:netty-codec-http 4.1.113.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/185/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1450/fs/app/app.jar
io.netty:netty-codec-http 4.1.119.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7558/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/396b74791b05cd0ec04393e2819a27229cf26f330a137bb219a597f8f14464fb/rootfs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1250/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1370/fs/app/app.jar
io.netty:netty-codec-http 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/f5052146fc8bb9328e14f27fc47553bdbe1eca97ff63b2b7b61b7a513a752db2/rootfs/app/app.jar
"
Java (Maven) Security Update for io.netty:netty-codec (GHSA-3p8m-j85q-pgmj)	DEV	Armando Junior	node2	3	ACTIVE	Refer to Github security advisory GHSA-3p8m-j85q-pgmj for updates and patch information.(https://github.com/advisories/GHSA-3p8m-j85q-pgmj)	"#table cols=""5""
Package Installed_Version Required_Version Language Install_Path
io.netty:netty-codec 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/3058/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1467/fs/app/app.jar
io.netty:netty-codec 4.1.113.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/9a319df9acd2060812722b60a06d03bcc07d69d0f9e8f882ceacb5ded35831c2/rootfs/app/app.jar
io.netty:netty-codec 4.1.119.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7674/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7568/fs/app/app.jar
io.netty:netty-codec 4.1.121.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/10b9e4036aa1ecabf02b9a63afc30e6e811f0395bb82fbd55403867094ea81dc/rootfs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1118/fs/app/app.jar
io.netty:netty-codec 4.1.121.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/618ce4f23e6acbe6332729eb292de0aebe82b7e23b64d3ed1b0ff80e25d4102d/rootfs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1113/fs/app/app.jar
io.netty:netty-codec 4.1.119.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/8014/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/204/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7474/fs/app/app.jar
io.netty:netty-codec 4.1.113.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/151/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1460/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/f5052146fc8bb9328e14f27fc47553bdbe1eca97ff63b2b7b61b7a513a752db2/rootfs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1250/fs/app/app.jar
io.netty:netty-codec 4.1.113.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/185/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1450/fs/app/app.jar
io.netty:netty-codec 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/4329/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/195/fs/app/app.jar
io.netty:netty-codec 4.1.119.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7558/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1370/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1121/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/202/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/ce1be3da1547d923a2c408db941d8f3c3737c3e6ed62529116011473faf8bd2f/rootfs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7759/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/396b74791b05cd0ec04393e2819a27229cf26f330a137bb219a597f8f14464fb/rootfs/app/app.jar
io.netty:netty-codec 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7359/fs/app/app.jar
io.netty:netty-codec 4.1.121.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7768/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/198/fs/app/app.jar
io.netty:netty-codec 4.1.119.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/bcd3302c50c794a12add11784d61e76f2f57200ccf6be9899833151ee6310003/rootfs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7563/fs/app/app.jar
io.netty:netty-codec 4.1.111.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/1d9dc307b20a58a4f8d69407a832f5cc33eabb0c5d8045c194eb4bcab4030bc9/rootfs/app/app.jar
io.netty:netty-codec 4.1.119.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/62333a5b498e06c7b5855787cafd5afe7f2ecad7fbf4038b24dc4f5d78691bf5/rootfs/app/app.jar
io.netty:netty-codec 4.1.113.Final 4.1.125.Final Java /run/containerd/io.containerd.runtime.v2.task/k8s.io/726615ec1ecf1cb8a7dfa08039b528c4cad9afc344a274e431e826daa68c808a/rootfs/app/app.jar
"
